experiment,panel,k,kappa,eta,pilot_trial,pilot_init_seed,pilot_run_seed,converged,iterations,true_grad_norm,hessian_index,index_ok,grad_ok,max_iter,tol,eta_v,n_inner,n_grad_samples,n_hv_samples,l
higher_index_rotated,higher_index,1,100,0.001,0,1010042,2010042,False,3000,0.10322629660367966,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.001,1,1010043,2010043,False,3000,0.09558897465467453,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.001,2,1010044,2010044,False,3000,0.10553828626871109,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.001,3,1010045,2010045,False,3000,0.10304828733205795,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.001,4,1010046,2010046,False,3000,0.11705643683671951,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.005,0,1010042,2010042,False,3000,0.015247129835188389,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.005,1,1010043,2010043,False,3000,0.013687942177057266,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.005,2,1010044,2010044,False,3000,0.021306384354829788,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.005,3,1010045,2010045,False,3000,0.016401687636971474,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.005,4,1010046,2010046,False,3000,0.016843343153595924,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.01,0,1010042,2010042,False,3000,0.006556592416018248,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.01,1,1010043,2010043,False,3000,0.005636364687234163,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.01,2,1010044,2010044,False,3000,0.008260994218289852,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.01,3,1010045,2010045,False,3000,0.006842342205345631,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.01,4,1010046,2010046,False,3000,0.006975873373448849,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.02,0,1010042,2010042,False,3000,0.0026868165004998446,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.02,1,1010043,2010043,False,3000,0.002092646434903145,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.02,2,1010044,2010044,False,3000,0.003922355826944113,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.02,3,1010045,2010045,False,3000,0.0026251855306327343,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.02,4,1010046,2010046,False,3000,0.002869830932468176,1,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.05,0,1010042,2010042,True,2077,0.000998259405605495,1,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.05,1,1010043,2010043,True,1916,0.000995567999780178,1,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.05,2,1010044,2010044,False,2710,0.000997080933302641,0,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.05,3,1010045,2010045,True,2032,0.0009979429887607694,1,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.05,4,1010046,2010046,False,3000,0.00108523725066334,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.1,0,1010042,2010042,True,1002,0.0009989471873268485,1,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.1,1,1010043,2010043,True,928,0.0009987567318603396,1,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.1,2,1010044,2010044,False,1506,0.000961997895501554,0,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.1,3,1010045,2010045,True,944,0.0009975482244044542,1,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,1,100,0.1,4,1010046,2010046,False,1578,0.0009908524807542562,0,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.001,0,1020042,2020042,False,3000,0.06221204996109009,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.001,1,1020043,2020043,False,3000,0.06959477066993713,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.001,2,1020044,2020044,False,3000,0.09908381849527359,1,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.001,3,1020045,2020045,False,3000,0.08708110451698303,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.001,4,1020046,2020046,False,3000,0.08939436823129654,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.005,0,1020042,2020042,False,3000,0.01152418740093708,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.005,1,1020043,2020043,False,3000,0.013875873759388924,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.005,2,1020044,2020044,False,3000,0.020955847576260567,1,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.005,3,1020045,2020045,False,3000,0.013652477413415909,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.005,4,1020046,2020046,False,3000,0.014912925660610199,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.01,0,1020042,2020042,False,3000,0.005368122365325689,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.01,1,1020043,2020043,False,3000,0.009576287120580673,1,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.01,2,1020044,2020044,False,3000,0.01014505885541439,1,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.01,3,1020045,2020045,False,3000,0.005785569082945585,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.01,4,1020046,2020046,False,3000,0.006466452963650227,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.02,0,1020042,2020042,False,3000,0.002284011570736766,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.02,1,1020043,2020043,False,3000,0.0034261601977050304,1,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.02,2,1020044,2020044,False,3000,0.01868746429681778,1,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.02,3,1020045,2020045,False,3000,0.0022287475876510143,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.02,4,1020046,2020046,False,3000,0.0028146361000835896,2,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.05,0,1020042,2020042,True,2072,0.0009978313464671373,2,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.05,1,1020043,2020043,False,2949,0.0009984628995880485,1,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.05,2,1020044,2020044,False,2949,0.0009951530955731869,1,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.05,3,1020045,2020045,True,1858,0.000993942143395543,2,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.05,4,1020046,2020046,False,2763,0.000976193230599165,1,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.1,0,1020042,2020042,True,1025,0.0009982441551983356,2,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.1,1,1020043,2020043,False,2997,0.0009906265186145902,0,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.1,2,1020044,2020044,False,2115,0.0009933671681210399,0,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.1,3,1020045,2020045,True,1083,0.0009936133865267038,2,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,2,100,0.1,4,1020046,2020046,False,2166,0.0009966576471924782,0,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.001,0,1030042,2030042,False,3000,0.07804670929908752,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.001,1,1030043,2030043,False,3000,0.07077471166849136,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.001,2,1030044,2030044,False,3000,0.11669661849737167,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.001,3,1030045,2030045,False,3000,0.07495950907468796,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.001,4,1030046,2030046,False,3000,0.07681186497211456,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.005,0,1030042,2030042,False,3000,0.012348873540759087,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.005,1,1030043,2030043,False,3000,0.010193766094744205,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.005,2,1030044,2030044,False,3000,0.024444853886961937,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.005,3,1030045,2030045,False,3000,0.011398975737392902,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.005,4,1030046,2030046,False,3000,0.012134636752307415,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.01,0,1030042,2030042,False,3000,0.009468303993344307,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.01,1,1030043,2030043,False,3000,0.007962837815284729,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.01,2,1030044,2030044,False,3000,0.013312928378582,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.01,3,1030045,2030045,False,3000,0.004985034465789795,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.01,4,1030046,2030046,False,3000,0.005218793172389269,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.02,0,1030042,2030042,False,3000,0.0023281287867575884,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.02,1,1030043,2030043,False,3000,0.002219589427113533,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.02,2,1030044,2030044,False,3000,0.006157444324344397,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.02,3,1030045,2030045,False,3000,0.0019883012864738703,3,True,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.02,4,1030046,2030046,False,3000,0.009731943719089031,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.05,0,1030042,2030042,False,3000,0.004696397576481104,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.05,1,1030043,2030043,False,3000,0.0045394510962069035,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.05,2,1030044,2030044,False,2912,0.000971054716501385,2,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.05,3,1030045,2030045,True,1763,0.0009937812574207783,3,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.05,4,1030046,2030046,False,3000,0.0015531181124970317,2,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.1,0,1030042,2030042,False,3000,0.0034363456070423126,0,False,False,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.1,1,1030043,2030043,True,1037,0.0009995761793106794,3,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.1,2,1030044,2030044,False,1180,0.0009861422004178166,2,False,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.1,3,1030045,2030045,True,955,0.0009908147621899843,3,True,True,3000,0.001,0.01,5,5,3,0.0001
higher_index_rotated,higher_index,3,100,0.1,4,1030046,2030046,False,3000,0.0021963624749332666,0,False,False,3000,0.001,0.01,5,5,3,0.0001
