experiment,d,kappa,lambda2,k,target_index,theta_deg,method,eta,eta_v,n_inner,n_grad_samples,n_hv_samples,l,tol,max_iter,trial,seed,init_seed,converged,iterations,g_norm,func_evals,true_grad_norm,hessian_index,index_ok,grad_ok,min_hessian_eval,max_hessian_eval,failure_reason
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.01,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,True,1381,0.0009875157848000526,96670,0.0009875157848000526,1,True,True,-2.0,0.02482384815812111,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.01,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,True,1665,0.0009960202733054757,116550,0.0009960202733054757,1,True,True,-2.0,0.024020887911319733,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,True,527,0.000992634566500783,36890,0.000992634566500783,1,True,True,-2.0,0.024950314313173294,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,True,534,0.0009904700564220548,37380,0.0009904700564220548,1,True,True,-2.0,0.02411389723420143,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,True,312,0.000998987816274166,21840,0.000998987816274166,1,True,True,-1.999999761581421,0.022533884271979332,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,True,441,0.0009920349111780524,30870,0.0009920349111780524,1,True,True,-2.0,0.023217692971229553,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,True,1127,0.0009966391371563077,78890,0.0009966391371563077,1,True,True,-1.9999998807907104,0.02524612471461296,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,726,0.0009949933737516403,50820,0.0009949933737516403,0,False,True,0.020000439137220383,3.999753475189209,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,True,994,0.000991286477074027,69580,0.000991286477074027,1,True,True,-2.0,0.023086434230208397,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,False,1215,0.000959569588303566,85050,0.000959569588303566,0,False,True,0.020001618191599846,3.9997944831848145,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,True,850,0.0009939448209479451,59500,0.0009939448209479451,1,True,True,-2.0,0.02356499247252941,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,False,941,0.0009737892542034388,65870,0.0009737892542034388,0,False,True,0.02015303075313568,3.9997222423553467,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,True,768,0.0009808748727664351,53760,0.0009808748727664351,1,True,True,-2.0,0.023860100656747818,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.02,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,True,910,0.0009962025796994567,63700,0.0009962025796994567,1,True,True,-2.0,0.024428505450487137,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,True,201,0.0009552376577630639,14070,0.0009552376577630639,1,True,True,-1.999999761581421,0.0218814704567194,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,True,178,0.0009821956045925617,12460,0.0009821956045925617,1,True,True,-2.0,0.022341551259160042,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,True,212,0.0009264411055482924,14840,0.0009264411055482924,1,True,True,-1.9999998807907104,0.021538812667131424,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,True,152,0.0009896410629153252,10640,0.0009896410629153252,1,True,True,-2.0,0.024003412574529648,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,True,392,0.0009856881806626916,27440,0.0009856881806626916,1,True,True,-2.0,0.02406992018222809,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,265,0.000988868996500969,18550,0.000988868996500969,0,False,True,0.020009750500321388,3.999406576156616,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,True,391,0.0009822477586567402,27370,0.0009822477586567402,1,True,True,-2.0,0.022617198526859283,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,False,673,0.0009892309317365289,47110,0.0009892309317365289,0,False,True,0.020000075921416283,3.9999358654022217,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,1053,0.0009732268517836928,73710,0.0009732268517836928,0,False,True,0.02008359134197235,3.999965190887451,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,True,481,0.000990682514384389,33670,0.000990682514384389,1,True,True,-2.0,0.021863196045160294,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,True,312,0.0009766402654349804,21840,0.0009766402654349804,1,True,True,-2.0,0.021868737414479256,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.05,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,True,412,0.000977243296802044,28840,0.000977243296802044,1,True,True,-1.9999998807907104,0.023430369794368744,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,True,205,0.0009791619377210736,14350,0.0009791619377210736,1,True,True,-2.0,0.02315632253885269,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,True,145,0.0009852504590526223,10150,0.0009852504590526223,1,True,True,-1.999999761581421,0.02272820845246315,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,True,214,0.0009970670798793435,14980,0.0009970670798793435,1,True,True,-1.9999998807907104,0.0221446193754673,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,True,110,0.0009355004294775426,7700,0.0009355004294775426,1,True,True,-1.9999998807907104,0.023335952311754227,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,True,217,0.000991234672255814,15190,0.000991234672255814,1,True,True,-2.0,0.023897094652056694,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,1308,0.0009935724083334208,91560,0.0009935724083334208,0,False,True,0.020196858793497086,4.000141620635986,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,True,191,0.0009809129405766726,13370,0.0009809129405766726,1,True,True,-2.0,0.02344531938433647,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,True,405,0.0009951292304322124,28350,0.0009951292304322124,1,True,True,-2.0,0.024002445861697197,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,720,0.0009704192634671926,50400,0.0009704192634671926,0,False,True,0.020010150969028473,4.0003862380981445,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,True,304,0.0009783180430531502,21280,0.0009783180430531502,1,True,True,-2.0,0.022418342530727386,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,True,160,0.0009892971720546484,11200,0.0009892971720546484,1,True,True,-2.0,0.021635426208376884,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-ADAM-FC,0.1,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,True,265,0.0009508550283499062,18550,0.0009508550283499062,1,True,True,-2.0,0.023550622165203094,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,False,3000,0.07146371901035309,210000,0.07146371901035309,1,True,False,-2.0,0.4221390187740326,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,False,3000,0.09901881217956543,210000,0.09901881217956543,1,True,False,-2.0,0.41588953137397766,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,False,3000,0.05553964152932167,210000,0.05553964152932167,1,True,False,-1.999997854232788,0.3664034903049469,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,False,3000,0.09275192022323608,210000,0.09275192022323608,1,True,False,-1.999998688697815,0.39679771661758423,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,False,3000,0.12482999265193939,210000,0.12482999265193939,1,True,False,-2.0,0.44062140583992004,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,3000,0.0948413535952568,210000,0.0948413535952568,0,False,False,0.02068512700498104,4.000088691711426,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,False,3000,0.1056775227189064,210000,0.1056775227189064,1,True,False,-1.999983310699463,0.43742915987968445,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,False,3000,0.126076802611351,210000,0.126076802611351,0,False,False,0.06865416467189789,4.005145072937012,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,3000,0.09622569382190704,210000,0.09622569382190704,1,True,False,-1.9999966621398926,0.42611363530158997,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,False,3000,0.1015835776925087,210000,0.1015835776925087,0,False,False,0.02072983607649803,3.9939732551574707,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,False,3000,0.1018822118639946,210000,0.1018822118639946,1,True,False,-1.999998688697815,0.4228852689266205,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.001,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,False,3000,0.11251157522201538,210000,0.11251157522201538,1,True,False,-1.9999998807907104,0.42715516686439514,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,False,3000,0.01117716170847416,210000,0.01117716170847416,1,True,False,-1.999999761581421,0.0914778858423233,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,False,3000,0.01533519197255373,210000,0.01533519197255373,1,True,False,-1.999999761581421,0.09086781740188599,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,False,3000,0.009820850566029549,210000,0.009820850566029549,1,True,False,-1.999999761581421,0.0868435949087143,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,False,3000,0.015579595230519772,210000,0.015579595230519772,1,True,False,-1.9999995231628418,0.08868461847305298,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,False,3000,0.01668452098965645,210000,0.01668452098965645,1,True,False,-1.9999998807907104,0.09206012636423111,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,3000,0.017115367576479912,210000,0.017115367576479912,0,False,False,0.020211899653077126,4.001630783081055,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,False,3000,0.015263359993696213,210000,0.015263359993696213,1,True,False,-1.999999761581421,0.0898251086473465,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,False,3000,0.020762953907251358,210000,0.020762953907251358,0,False,False,0.04165910929441452,3.9994754791259766,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,3000,0.015078182332217693,210000,0.015078182332217693,1,True,False,-1.9999985694885254,0.09032078087329865,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,False,3000,0.017315903678536415,210000,0.017315903678536415,0,False,False,0.03212243318557739,3.9984829425811768,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,False,3000,0.016183044761419296,210000,0.016183044761419296,1,True,False,-1.9999995231628418,0.08962404727935791,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.005,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,False,3000,0.016591668128967285,210000,0.016591668128967285,1,True,False,-2.0,0.09020856022834778,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,False,3000,0.005003929603844881,210000,0.005003929603844881,1,True,False,-2.0,0.045917220413684845,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,False,3000,0.006504056043922901,210000,0.006504056043922901,1,True,False,-2.0,0.046068497002124786,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,False,3000,0.004683138336986303,210000,0.004683138336986303,1,True,False,-1.9999998807907104,0.04415157064795494,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,False,3000,0.00671327393501997,210000,0.00671327393501997,1,True,False,-1.9999998807907104,0.04500169679522514,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,False,3000,0.006715243216603994,210000,0.006715243216603994,1,True,False,-1.9999998807907104,0.04668065160512924,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,3000,0.008108544163405895,210000,0.008108544163405895,0,False,False,0.020354509353637695,3.9996747970581055,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,False,3000,0.006686135660856962,210000,0.006686135660856962,1,True,False,-2.0,0.04475155472755432,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,False,3000,0.008945690467953682,210000,0.008945690467953682,0,False,False,0.020128531381487846,3.9983439445495605,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,3000,0.006577269174158573,210000,0.006577269174158573,1,True,False,-1.9999996423721313,0.04515876621007919,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,False,3000,0.007190451491624117,210000,0.007190451491624117,0,False,False,0.02017490193247795,3.9997780323028564,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,False,3000,0.006919089704751968,210000,0.006919089704751968,1,True,False,-1.9999998807907104,0.044731006026268005,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.01,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,False,3000,0.006968958303332329,210000,0.006968958303332329,1,True,False,-2.0,0.04522658884525299,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,False,3000,0.0020611758809536695,210000,0.0020611758809536695,1,True,False,-2.0,0.026163529604673386,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,False,3000,0.002548578893765807,210000,0.002548578893765807,1,True,False,-2.0,0.02626863121986389,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,False,3000,0.0020531241316348314,210000,0.0020531241316348314,1,True,False,-2.0,0.025724126026034355,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,False,3000,0.0026291196700185537,210000,0.0026291196700185537,1,True,False,-2.0,0.025881756097078323,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,False,3000,0.0025721946731209755,210000,0.0025721946731209755,1,True,False,-2.0,0.026551034301519394,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,3000,0.003561654593795538,210000,0.003561654593795538,0,False,False,0.020428620278835297,3.9994969367980957,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,False,3000,0.0026316337753087282,210000,0.0026316337753087282,1,True,False,-2.0,0.025617554783821106,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,False,3000,0.004746264778077602,210000,0.004746264778077602,0,False,False,0.026138316839933395,3.9999637603759766,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,3000,0.002612113021314144,210000,0.002612113021314144,1,True,False,-2.0,0.02578633837401867,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,False,3000,0.0034202744718641043,210000,0.0034202744718641043,0,False,False,0.0212248545140028,3.9999308586120605,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,False,3000,0.0026877045165747404,210000,0.0026877045165747404,1,True,False,-2.0,0.025610152631998062,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.02,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,False,3000,0.0026777656748890877,210000,0.0026777656748890877,1,True,False,-2.0,0.025882385671138763,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,True,1850,0.0009986559161916375,129500,0.0009986559161916375,1,True,True,-2.0,0.021656330674886703,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,True,2054,0.0009984347270801663,143780,0.0009984347270801663,1,True,True,-2.0,0.02110472321510315,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,True,1893,0.0009999907342717052,132510,0.0009999907342717052,1,True,True,-2.0,0.021367928013205528,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,True,2093,0.0009882721351459622,146510,0.0009882721351459622,1,True,True,-2.0,0.02099606767296791,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,True,2022,0.0009944858029484749,141540,0.0009944858029484749,1,True,True,-2.0,0.021296648308634758,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,2542,0.0009990191319957376,177940,0.0009990191319957376,0,False,True,0.020115943625569344,4.000296115875244,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,True,2065,0.0009995622094720602,144550,0.0009995622094720602,1,True,True,-2.0,0.021071208640933037,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,True,2096,0.0009970045648515224,146720,0.0009970045648515224,1,True,True,-2.0,0.020999085158109665,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,True,1994,0.0009994590654969215,139580,0.0009994590654969215,1,True,True,-2.0,0.021194908767938614,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,True,2061,0.0009956024587154388,144270,0.0009956024587154388,1,True,True,-2.0,0.02108752354979515,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,True,2070,0.0009937770664691925,144900,0.0009937770664691925,1,True,True,-2.0,0.02090717852115631,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.05,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,True,2071,0.000999276526272297,144970,0.000999276526272297,1,True,True,-2.0,0.020914895460009575,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,0,42,50042,True,946,0.0009884375613182783,66220,0.0009884375613182783,1,True,True,-2.0,0.02155846357345581,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,1,1042,50043,True,1005,0.0009991935221478343,70350,0.0009991935221478343,1,True,True,-2.0,0.021077603101730347,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,2,2042,50044,True,944,0.0009899267461150885,66080,0.0009899267461150885,1,True,True,-2.0,0.021454542875289917,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,3,3042,50045,True,1048,0.0009970518294721842,73360,0.0009970518294721842,1,True,True,-2.0,0.020942598581314087,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,4,4042,50046,True,1053,0.0009977249428629875,73710,0.0009977249428629875,1,True,True,-2.0,0.021399740129709244,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,5,5042,50047,False,1498,0.0009938824223354459,104860,0.0009938824223354459,0,False,True,0.020000005140900612,4.000014781951904,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,6,6042,50048,True,1025,0.000992506742477417,71750,0.000992506742477417,1,True,True,-2.0,0.021135592833161354,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,7,7042,50049,True,945,0.0009941160678863525,66150,0.0009941160678863525,1,True,True,-2.0,0.021285925060510635,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,8,8042,50050,False,95,inf,6650,inf,-1,False,False,nan,nan,nan_or_inf_grad_norm
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,9,9042,50051,True,1033,0.0009968298254534602,72310,0.0009968298254534602,1,True,True,-2.0,0.021097447723150253,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,10,10042,50052,True,1009,0.0009998066816478968,70630,0.0009998066816478968,1,True,True,-1.9999998807907104,0.02114100195467472,
stepsize_sweep,10,100,0.02,1,1,30.0,DF-HiSD,0.1,0.01,5,5,3,0.0001,0.001,3000,11,11042,50053,True,1056,0.0009957009460777044,73920,0.0009957009460777044,1,True,True,-2.0,0.020960291847586632,
